/meka/addressee-meka/scatter/Viewing_Person0_Meka/	gaze/addressee	/meka/dialogact/dialogActInformer/	/meka/eval/mouth/dialogact/	meka-addressee	/videorecorder/open/	mouth/addressee	start_time	/videorecorder/start/	/videorecorder/stop/	robot-speaking	/meka/addressee-meka/scatter/Person0_Mouth/	filename	/meka/eval/gaze/dialogact/	trial	annotation_modifier	/meka/eval/all/dialogact/	/meka/addressee-meka/scatter/Addressee/	date	/videorecorder/close/	/meka/rejected/dialogact/dialogActInformer/
Yes		#<DIALOG-ACT {1011956B93}>	negation				127973				Moving	study4_11_2016-03-03_13-46-29-shiftedAnnotations.eaf	negation	4	shiftedAnnotations	negation	Meka	2016-03-03_13-46-29		
No			confirmation				132603				Moving	study4_11_2016-03-03_13-46-29-shiftedAnnotations.eaf		4	shiftedAnnotations	confirmation	Other	2016-03-03_13-46-29		#<DIALOG-ACT {101540C503}>
No							139205				Stable	study4_11_2016-03-03_13-46-29-shiftedAnnotations.eaf		4	shiftedAnnotations	confirmation	Other	2016-03-03_13-46-29		#<DIALOG-ACT {1015410D93}>
Yes		#<DIALOG-ACT {101195B5A3}>	confirmation				140353				Moving	study4_11_2016-03-03_13-46-29-shiftedAnnotations.eaf	confirmation	4	shiftedAnnotations	confirmation	Meka	2016-03-03_13-46-29		
Yes							142322				Stable	study4_11_2016-03-03_13-46-29-shiftedAnnotations.eaf	negation	4	shiftedAnnotations	negation	Other	2016-03-03_13-46-29		#<DIALOG-ACT {10154158D3}>
Yes	y			y			145672				Stable	study4_11_2016-03-03_13-46-29-shiftedAnnotations.eaf	dataRequest	4	shiftedAnnotations	dataRequest	Other	2016-03-03_13-46-29		#<DIALOG-ACT {101541A203}>
Yes	y			y			151171				Stable	study4_11_2016-03-03_13-46-29-shiftedAnnotations.eaf	dataRequest	4	shiftedAnnotations	dataRequest	Other	2016-03-03_13-46-29		#<DIALOG-ACT {101541F313}>
No							153238				Stable	study4_11_2016-03-03_13-46-29-shiftedAnnotations.eaf		4	shiftedAnnotations	ok	Other	2016-03-03_13-46-29		#<DIALOG-ACT {1015424193}>
No							165954				Stable	study4_11_2016-03-03_13-46-29-shiftedAnnotations.eaf		4	shiftedAnnotations	ok	Other	2016-03-03_13-46-29		#<DIALOG-ACT {1015428CA3}>
No							166504				Stable	study4_11_2016-03-03_13-46-29-shiftedAnnotations.eaf		4	shiftedAnnotations	ok	Other	2016-03-03_13-46-29		#<DIALOG-ACT {101542D743}>
No	n			n - falsche person		n	175684				Stable	study4_11_2016-03-03_13-46-29-shiftedAnnotations.eaf		4	shiftedAnnotations	lightOn	Other	2016-03-03_13-46-29		#<DIALOG-ACT {1015431D73}>
Yes							176963				Stable	study4_11_2016-03-03_13-46-29-shiftedAnnotations.eaf	ok	4	shiftedAnnotations	ok	Other	2016-03-03_13-46-29		#<DIALOG-ACT {1015436CE3}>
Yes		#<DIALOG-ACT {101195FDC3}>	lightOn	y			187884				Moving	study4_11_2016-03-03_13-46-29-shiftedAnnotations.eaf	lightOn	4	shiftedAnnotations	lightOn	Meka	2016-03-03_13-46-29		
Yes		#<DIALOG-ACT {1011964A83}>	negation				193155				Moving	study4_11_2016-03-03_13-46-29-shiftedAnnotations.eaf	negation	4	shiftedAnnotations	negation	Meka	2016-03-03_13-46-29		
Yes		#<DIALOG-ACT {10119692B3}>	ok				193671				Moving	study4_11_2016-03-03_13-46-29-shiftedAnnotations.eaf	ok	4	shiftedAnnotations	ok	Meka	2016-03-03_13-46-29		
Yes		#<DIALOG-ACT {101196D833}>	confirmation				199380				Moving	study4_11_2016-03-03_13-46-29-shiftedAnnotations.eaf	confirmation	4	shiftedAnnotations	confirmation	Meka	2016-03-03_13-46-29		
Yes	y	#<DIALOG-ACT {1011972093}>	callRequest	y		y	200583				Moving	study4_11_2016-03-03_13-46-29-shiftedAnnotations.eaf	callRequest	4	shiftedAnnotations	callRequest	Meka	2016-03-03_13-46-29		
No			negation				202446				Moving	study4_11_2016-03-03_13-46-29-shiftedAnnotations.eaf		4	shiftedAnnotations	negation	Other	2016-03-03_13-46-29		#<DIALOG-ACT {101543B3B3}>
Yes							203934				Stable	study4_11_2016-03-03_13-46-29-shiftedAnnotations.eaf	negation	4	shiftedAnnotations	negation	Other	2016-03-03_13-46-29		#<DIALOG-ACT {101543FC73}>
No			confirmation				204505				Moving	study4_11_2016-03-03_13-46-29-shiftedAnnotations.eaf		4	shiftedAnnotations	confirmation	Other	2016-03-03_13-46-29		#<DIALOG-ACT {1015444543}>
No							210665				Stable	study4_11_2016-03-03_13-46-29-shiftedAnnotations.eaf		4	shiftedAnnotations	ok	Other	2016-03-03_13-46-29		#<DIALOG-ACT {1015448DB3}>
No							211772				Stable	study4_11_2016-03-03_13-46-29-shiftedAnnotations.eaf		4	shiftedAnnotations	ok	Other	2016-03-03_13-46-29		#<DIALOG-ACT {101544D5F3}>
Yes	y	#<DIALOG-ACT {1011976C03}>	packetRequest	y			225039				Moving	study4_11_2016-03-03_13-46-29-shiftedAnnotations.eaf	packetRequest	4	shiftedAnnotations	packetRequest	Meka	2016-03-03_13-46-29		
No							226489				Stable	study4_11_2016-03-03_13-46-29-shiftedAnnotations.eaf		4	shiftedAnnotations	ok	Other	2016-03-03_13-46-29		#<DIALOG-ACT {1015451C43}>
No			negation				230882				Moving	study4_11_2016-03-03_13-46-29-shiftedAnnotations.eaf		4	shiftedAnnotations	negation	Other	2016-03-03_13-46-29		#<DIALOG-ACT {1015456723}>
No							235420				Stable	study4_11_2016-03-03_13-46-29-shiftedAnnotations.eaf		4	shiftedAnnotations	confirmation	Other	2016-03-03_13-46-29		#<DIALOG-ACT {101545B3B3}>
Yes							241381				Stable	study4_11_2016-03-03_13-46-29-shiftedAnnotations.eaf	ok	4	shiftedAnnotations	ok	Other	2016-03-03_13-46-29		#<DIALOG-ACT {101545FC23}>
Yes		#<DIALOG-ACT {101197B993}>	lightOn	y			242901				Moving	study4_11_2016-03-03_13-46-29-shiftedAnnotations.eaf	lightOn	4	shiftedAnnotations	lightOn	Meka	2016-03-03_13-46-29		
Yes	y	#<DIALOG-ACT {10119806A3}>	packetRequest	y			246873				Moving	study4_11_2016-03-03_13-46-29-shiftedAnnotations.eaf	packetRequest	4	shiftedAnnotations	packetRequest	Meka	2016-03-03_13-46-29		
Yes	y	#<DIALOG-ACT {1011985433}>	packetRequest	y			253119				Moving	study4_11_2016-03-03_13-46-29-shiftedAnnotations.eaf	packetRequest	4	shiftedAnnotations	packetRequest	Meka	2016-03-03_13-46-29		
Yes							254570				Stable	study4_11_2016-03-03_13-46-29-shiftedAnnotations.eaf	ok	4	shiftedAnnotations	ok	Other	2016-03-03_13-46-29		#<DIALOG-ACT {1015464473}>
Yes							258554				Stable	study4_11_2016-03-03_13-46-29-shiftedAnnotations.eaf	ok	4	shiftedAnnotations	ok	Other	2016-03-03_13-46-29		#<DIALOG-ACT {1015468FA3}>
Yes		#<DIALOG-ACT {101198A3B3}>	ok				263441				Moving	study4_11_2016-03-03_13-46-29-shiftedAnnotations.eaf	ok	4	shiftedAnnotations	ok	Meka	2016-03-03_13-46-29		
Yes		#<DIALOG-ACT {101198E943}>	ok				274061				Moving	study4_11_2016-03-03_13-46-29-shiftedAnnotations.eaf	ok	4	shiftedAnnotations	ok	Meka	2016-03-03_13-46-29		
No			ok				275462				Moving	study4_11_2016-03-03_13-46-29-shiftedAnnotations.eaf		4	shiftedAnnotations	ok	Other	2016-03-03_13-46-29		#<DIALOG-ACT {101546D7E3}>
Yes		#<DIALOG-ACT {10119A0323}>	timeRequest	 y			279052				Moving	study4_11_2016-03-03_13-46-29-shiftedAnnotations.eaf	timeRequest	4	shiftedAnnotations	timeRequest	Meka	2016-03-03_13-46-29		
Yes		#<DIALOG-ACT {10119A4FA3}>	ok	 y			279661				Moving	study4_11_2016-03-03_13-46-29-shiftedAnnotations.eaf	ok	4	shiftedAnnotations	ok	Meka	2016-03-03_13-46-29		
No	n			n		n	281131			y	Stable	study4_11_2016-03-03_13-46-29-shiftedAnnotations.eaf		4	shiftedAnnotations	lightOff	Other	2016-03-03_13-46-29		#<DIALOG-ACT {1015471EB3}>
No	n			n		n	282795			y	Stable	study4_11_2016-03-03_13-46-29-shiftedAnnotations.eaf		4	shiftedAnnotations		Other	2016-03-03_13-46-29		#<DIALOG-ACT {101547B9F3}>
Yes		#<DIALOG-ACT {10119B1A13}>	ok				285454				Moving	study4_11_2016-03-03_13-46-29-shiftedAnnotations.eaf	ok	4	shiftedAnnotations	ok	Meka	2016-03-03_13-46-29		
Yes		#<DIALOG-ACT {10119B61F3}>	confirmation				290250				Moving	study4_11_2016-03-03_13-46-29-shiftedAnnotations.eaf	confirmation	4	shiftedAnnotations	confirmation	Meka	2016-03-03_13-46-29		
No			negation				291495				Moving	study4_11_2016-03-03_13-46-29-shiftedAnnotations.eaf		4	shiftedAnnotations	negation	Other	2016-03-03_13-46-29		#<DIALOG-ACT {1015480713}>
Yes		#<DIALOG-ACT {10119BAAC3}>	confirmation				292034				Moving	study4_11_2016-03-03_13-46-29-shiftedAnnotations.eaf	confirmation	4	shiftedAnnotations	confirmation	Meka	2016-03-03_13-46-29		
Yes							292631				Stable	study4_11_2016-03-03_13-46-29-shiftedAnnotations.eaf	negation	4	shiftedAnnotations	negation	Other	2016-03-03_13-46-29		#<DIALOG-ACT {1015484FD3}>
Yes		#<DIALOG-ACT {10119C3F83}>	timeRequest	y			295984				Moving	study4_11_2016-03-03_13-46-29-shiftedAnnotations.eaf	timeRequest	4	shiftedAnnotations	timeRequest	Meka	2016-03-03_13-46-29		
No			ok				297631				Moving	study4_11_2016-03-03_13-46-29-shiftedAnnotations.eaf		4	shiftedAnnotations	ok	Other	2016-03-03_13-46-29		#<DIALOG-ACT {10154898A3}>
No			ok				297993				Moving	study4_11_2016-03-03_13-46-29-shiftedAnnotations.eaf		4	shiftedAnnotations	ok	Other	2016-03-03_13-46-29		#<DIALOG-ACT {101548E343}>
No	n			y - falsch Person		n	324689				Stable	study4_11_2016-03-03_13-46-29-shiftedAnnotations.eaf		4	shiftedAnnotations	lightOn	Other	2016-03-03_13-46-29		#<DIALOG-ACT {1015492963}>
Yes		#<DIALOG-ACT {10119C8C33}>	lightOn	y			335201				Moving	study4_11_2016-03-03_13-46-29-shiftedAnnotations.eaf	lightOn	4	shiftedAnnotations	lightOn	Meka	2016-03-03_13-46-29		
No				y			336158				Stable	study4_11_2016-03-03_13-46-29-shiftedAnnotations.eaf		4	shiftedAnnotations	ok	Other	2016-03-03_13-46-29		#<DIALOG-ACT {1015497683}>
Yes	y			 y - falsche person		n	353872				Stable	study4_11_2016-03-03_13-46-29-shiftedAnnotations.eaf	timeRequest	4	shiftedAnnotations	timeRequest	Other	2016-03-03_13-46-29		#<DIALOG-ACT {10154A0C43}>
No							355652				Stable	study4_11_2016-03-03_13-46-29-shiftedAnnotations.eaf		4	shiftedAnnotations	ok	Other	2016-03-03_13-46-29		#<DIALOG-ACT {10154A5B73}>
Yes	y	#<DIALOG-ACT {10119D25C3}>	timeRequest	 y -falsche person		n	357537				Moving	study4_11_2016-03-03_13-46-29-shiftedAnnotations.eaf	timeRequest	4	shiftedAnnotations	timeRequest	Meka	2016-03-03_13-46-29		
Yes		#<DIALOG-ACT {10119D7243}>	ok				359172				Moving	study4_11_2016-03-03_13-46-29-shiftedAnnotations.eaf	ok	4	shiftedAnnotations	ok	Meka	2016-03-03_13-46-29		
Yes							359642				Stable	study4_11_2016-03-03_13-46-29-shiftedAnnotations.eaf	ok	4	shiftedAnnotations	ok	Other	2016-03-03_13-46-29		#<DIALOG-ACT {10154AA1A3}>
No							368042				Stable	study4_11_2016-03-03_13-46-29-shiftedAnnotations.eaf		4	shiftedAnnotations	negation	Other	2016-03-03_13-46-29		#<DIALOG-ACT {10154AE7A3}>
No							369423				Stable	study4_11_2016-03-03_13-46-29-shiftedAnnotations.eaf		4	shiftedAnnotations	ok	Other	2016-03-03_13-46-29		#<DIALOG-ACT {10154B3173}>
No							373839				Stable	study4_11_2016-03-03_13-46-29-shiftedAnnotations.eaf		4	shiftedAnnotations	ok	Other	2016-03-03_13-46-29		#<DIALOG-ACT {10154B7763}>
Yes		#<DIALOG-ACT {10119DBC93}>	ok				375892				Moving	study4_11_2016-03-03_13-46-29-shiftedAnnotations.eaf	ok	4	shiftedAnnotations	ok	Meka	2016-03-03_13-46-29		
Yes		#<DIALOG-ACT {10119E06D3}>	ok				391029				Moving	study4_11_2016-03-03_13-46-29-shiftedAnnotations.eaf	ok	4	shiftedAnnotations	ok	Meka	2016-03-03_13-46-29		
Yes		#<DIALOG-ACT {10119E4C73}>	confirmation				394913				Moving	study4_11_2016-03-03_13-46-29-shiftedAnnotations.eaf	confirmation	4	shiftedAnnotations	confirmation	Meka	2016-03-03_13-46-29		
Yes	y	#<DIALOG-ACT {10119E97B3}>	gardenRequest	y		y	430240				Moving	study4_11_2016-03-03_13-46-29-shiftedAnnotations.eaf	gardenRequest	4	shiftedAnnotations	gardenRequest	Meka	2016-03-03_13-46-29		
No							432293				Stable	study4_11_2016-03-03_13-46-29-shiftedAnnotations.eaf		4	shiftedAnnotations	confirmation	Other	2016-03-03_13-46-29		#<DIALOG-ACT {10154BBFD3}>
Yes							433982				Stable	study4_11_2016-03-03_13-46-29-shiftedAnnotations.eaf	confirmation	4	shiftedAnnotations	confirmation	Other	2016-03-03_13-46-29		#<DIALOG-ACT {10154C0863}>
Yes							434649				Stable	study4_11_2016-03-03_13-46-29-shiftedAnnotations.eaf	confirmation	4	shiftedAnnotations	confirmation	Other	2016-03-03_13-46-29		#<DIALOG-ACT {10154C50E3}>
Yes							436099				Stable	study4_11_2016-03-03_13-46-29-shiftedAnnotations.eaf	confirmation	4	shiftedAnnotations	confirmation	Other	2016-03-03_13-46-29		#<DIALOG-ACT {10154C99A3}>
No							452202				Stable	study4_11_2016-03-03_13-46-29-shiftedAnnotations.eaf		4	shiftedAnnotations	negation	Other	2016-03-03_13-46-29		#<DIALOG-ACT {10154CE4F3}>
No							453578				Stable	study4_11_2016-03-03_13-46-29-shiftedAnnotations.eaf		4	shiftedAnnotations	negation	Other	2016-03-03_13-46-29		#<DIALOG-ACT {10154D3193}>
No							456417				Stable	study4_11_2016-03-03_13-46-29-shiftedAnnotations.eaf		4	shiftedAnnotations	ok	Other	2016-03-03_13-46-29		#<DIALOG-ACT {10154D7A43}>
Yes		#<DIALOG-ACT {10119EE473}>	lightOn	y			458009				Moving	study4_11_2016-03-03_13-46-29-shiftedAnnotations.eaf	lightOn	4	shiftedAnnotations	lightOn	Meka	2016-03-03_13-46-29		
No			ok				462270				Moving	study4_11_2016-03-03_13-46-29-shiftedAnnotations.eaf		4	shiftedAnnotations	ok	Other	2016-03-03_13-46-29		#<DIALOG-ACT {10154DC293}>
No							465702				Stable	study4_11_2016-03-03_13-46-29-shiftedAnnotations.eaf		4	shiftedAnnotations	ok	Other	2016-03-03_13-46-29		#<DIALOG-ACT {10154E0B93}>
No			ok				468220				Moving	study4_11_2016-03-03_13-46-29-shiftedAnnotations.eaf		4	shiftedAnnotations	ok	Other	2016-03-03_13-46-29		#<DIALOG-ACT {10154E5183}>
No							478260				Stable	study4_11_2016-03-03_13-46-29-shiftedAnnotations.eaf		4	shiftedAnnotations	confirmation	Other	2016-03-03_13-46-29		#<DIALOG-ACT {10154E99E3}>
Yes		#<DIALOG-ACT {10119F3583}>	ok				480450				Moving	study4_11_2016-03-03_13-46-29-shiftedAnnotations.eaf	ok	4	shiftedAnnotations	ok	Meka	2016-03-03_13-46-29		
Yes		#<DIALOG-ACT {10119F7B03}>	confirmation				481311				Moving	study4_11_2016-03-03_13-46-29-shiftedAnnotations.eaf	confirmation	4	shiftedAnnotations	confirmation	Meka	2016-03-03_13-46-29		
Yes		#<DIALOG-ACT {1011A090B3}>	timeRequest	 y			484850				Moving	study4_11_2016-03-03_13-46-29-shiftedAnnotations.eaf	timeRequest	4	shiftedAnnotations	timeRequest	Meka	2016-03-03_13-46-29		
No			confirmation				486587				Moving	study4_11_2016-03-03_13-46-29-shiftedAnnotations.eaf		4	shiftedAnnotations	confirmation	Other	2016-03-03_13-46-29		#<DIALOG-ACT {10154EE263}>
Yes	 y	#<DIALOG-ACT {1011A1AAE3}>	timeRequest	 y		 y	490272				Moving	study4_11_2016-03-03_13-46-29-shiftedAnnotations.eaf	timeRequest	4	shiftedAnnotations	timeRequest	Meka	2016-03-03_13-46-29		
Yes	 y	#<DIALOG-ACT {1011A1F763}>	ok	 y		 y	490831				Moving	study4_11_2016-03-03_13-46-29-shiftedAnnotations.eaf	ok	4	shiftedAnnotations	ok	Meka	2016-03-03_13-46-29		
Yes	n	#<DIALOG-ACT {1011A23F83}>	gardenRequest	n		n	491949			y	Moving	study4_11_2016-03-03_13-46-29-shiftedAnnotations.eaf	gardenRequest	4	shiftedAnnotations	gardenRequest	Meka	2016-03-03_13-46-29		
Yes		#<DIALOG-ACT {1011A2D8D3}>	timeRequest	 y			494708				Moving	study4_11_2016-03-03_13-46-29-shiftedAnnotations.eaf	timeRequest	4	shiftedAnnotations	timeRequest	Meka	2016-03-03_13-46-29		
Yes		#<DIALOG-ACT {1011A32563}>	ok	 y			495300				Moving	study4_11_2016-03-03_13-46-29-shiftedAnnotations.eaf	ok	4	shiftedAnnotations	ok	Meka	2016-03-03_13-46-29		
Yes	n	#<DIALOG-ACT {1011A36FD3}>	lightOn	n		n	496063			y	Moving	study4_11_2016-03-03_13-46-29-shiftedAnnotations.eaf	lightOn	4	shiftedAnnotations	lightOn	Meka	2016-03-03_13-46-29		
No			ok				497122				Moving	study4_11_2016-03-03_13-46-29-shiftedAnnotations.eaf		4	shiftedAnnotations	ok	Other	2016-03-03_13-46-29		#<DIALOG-ACT {10154F2B23}>
No							498682				Stable	study4_11_2016-03-03_13-46-29-shiftedAnnotations.eaf		4	shiftedAnnotations	ok	Other	2016-03-03_13-46-29		#<DIALOG-ACT {10154F7113}>
No							500230				Stable	study4_11_2016-03-03_13-46-29-shiftedAnnotations.eaf		4	shiftedAnnotations	ok	Other	2016-03-03_13-46-29		#<DIALOG-ACT {10154FB9B3}>
No			ok				501442				Moving	study4_11_2016-03-03_13-46-29-shiftedAnnotations.eaf		4	shiftedAnnotations	ok	Other	2016-03-03_13-46-29		#<DIALOG-ACT {1015500203}>
No			ok				503201				Moving	study4_11_2016-03-03_13-46-29-shiftedAnnotations.eaf		4	shiftedAnnotations	ok	Other	2016-03-03_13-46-29		#<DIALOG-ACT {10155047F3}>
Yes	y			y falsche Person		n	523000				Stable	study4_11_2016-03-03_13-46-29-shiftedAnnotations.eaf	lightOff	4	shiftedAnnotations	lightOff	Other	2016-03-03_13-46-29		#<DIALOG-ACT {10155090B3}>
Yes	y-falsche person			y-falsche person		n	528917				Stable	study4_11_2016-03-03_13-46-29-shiftedAnnotations.eaf	lightOff	4	shiftedAnnotations	lightOff	Other	2016-03-03_13-46-29		#<DIALOG-ACT {101550E2E3}>
Yes		#<DIALOG-ACT {1011A3BC83}>	ok				531602				Moving	study4_11_2016-03-03_13-46-29-shiftedAnnotations.eaf	ok	4	shiftedAnnotations	ok	Meka	2016-03-03_13-46-29		
Yes	y	#<DIALOG-ACT {1011A40223}>	lightOff	y			536175				Moving	study4_11_2016-03-03_13-46-29-shiftedAnnotations.eaf	lightOff	4	shiftedAnnotations	lightOff	Meka	2016-03-03_13-46-29		
No			ok				544512				Moving	study4_11_2016-03-03_13-46-29-shiftedAnnotations.eaf		4	shiftedAnnotations	ok	Other	2016-03-03_13-46-29		#<DIALOG-ACT {10155133A3}>
Yes		#<DIALOG-ACT {1011A44EC3}>	ok				552873				Moving	study4_11_2016-03-03_13-46-29-shiftedAnnotations.eaf	ok	4	shiftedAnnotations	ok	Meka	2016-03-03_13-46-29		
Yes		#<DIALOG-ACT {1011A494B3}>	negation				566138				Moving	study4_11_2016-03-03_13-46-29-shiftedAnnotations.eaf	negation	4	shiftedAnnotations	negation	Meka	2016-03-03_13-46-29		
Yes		#<DIALOG-ACT {1011A4DCF3}>	confirmation				571482				Moving	study4_11_2016-03-03_13-46-29-shiftedAnnotations.eaf	confirmation	4	shiftedAnnotations	confirmation	Meka	2016-03-03_13-46-29		
Yes							573792				Stable	study4_11_2016-03-03_13-46-29-shiftedAnnotations.eaf	ok	4	shiftedAnnotations	ok	Other	2016-03-03_13-46-29		#<DIALOG-ACT {1015517BF3}>
No							579324				Stable	study4_11_2016-03-03_13-46-29-shiftedAnnotations.eaf		4	shiftedAnnotations	ok	Other	2016-03-03_13-46-29		#<DIALOG-ACT {101551C443}>
No			ok				580480				Moving	study4_11_2016-03-03_13-46-29-shiftedAnnotations.eaf		4	shiftedAnnotations	ok	Other	2016-03-03_13-46-29		#<DIALOG-ACT {1015520C93}>
Yes		#<DIALOG-ACT {1011A57453}>	timeRequest	 y			585661				Moving	study4_11_2016-03-03_13-46-29-shiftedAnnotations.eaf	timeRequest	4	shiftedAnnotations	timeRequest	Meka	2016-03-03_13-46-29		
Yes							587420				Stable	study4_11_2016-03-03_13-46-29-shiftedAnnotations.eaf	ok	4	shiftedAnnotations	ok	Other	2016-03-03_13-46-29		#<DIALOG-ACT {10155254E3}>
No							626920				Stable	study4_11_2016-03-03_13-46-29-shiftedAnnotations.eaf		4	shiftedAnnotations	ok	Other	2016-03-03_13-46-29		#<DIALOG-ACT {1015529FF3}>
No							628039				Stable	study4_11_2016-03-03_13-46-29-shiftedAnnotations.eaf		4	shiftedAnnotations	confirmation	Other	2016-03-03_13-46-29		#<DIALOG-ACT {101552E603}>
No							629620				Stable	study4_11_2016-03-03_13-46-29-shiftedAnnotations.eaf		4	shiftedAnnotations	ok	Other	2016-03-03_13-46-29		#<DIALOG-ACT {1015533173}>
No					negation		754419				Stable	study4_11_2016-03-03_13-46-29-shiftedAnnotations.eaf		4	shiftedAnnotations	negation	Other	2016-03-03_13-46-29		#<DIALOG-ACT {1015537783}>
							7931					study5_11_2016-03-03_14-47-56-shiftedAnnotations.eaf		5	shiftedAnnotations	ok		2016-03-03_14-47-56		#<DIALOG-ACT {100E033BB3}>
							10047					study5_11_2016-03-03_14-47-56-shiftedAnnotations.eaf		5	shiftedAnnotations	negation		2016-03-03_14-47-56		#<DIALOG-ACT {100E0381C3}>
							13415					study5_11_2016-03-03_14-47-56-shiftedAnnotations.eaf		5	shiftedAnnotations	ok		2016-03-03_14-47-56		#<DIALOG-ACT {100E03CD33}>
							13999					study5_11_2016-03-03_14-47-56-shiftedAnnotations.eaf		5	shiftedAnnotations	ok		2016-03-03_14-47-56		#<DIALOG-ACT {100E0415B3}>
							18386					study5_11_2016-03-03_14-47-56-shiftedAnnotations.eaf		5	shiftedAnnotations	ok		2016-03-03_14-47-56		#<DIALOG-ACT {100E045BA3}>
							20958					study5_11_2016-03-03_14-47-56-shiftedAnnotations.eaf		5	shiftedAnnotations	negation		2016-03-03_14-47-56		#<DIALOG-ACT {100E04A413}>
							22511					study5_11_2016-03-03_14-47-56-shiftedAnnotations.eaf		5	shiftedAnnotations	ok		2016-03-03_14-47-56		#<DIALOG-ACT {100E04ECA3}>
							23067					study5_11_2016-03-03_14-47-56-shiftedAnnotations.eaf		5	shiftedAnnotations	ok		2016-03-03_14-47-56		#<DIALOG-ACT {100E053393}>
							26498					study5_11_2016-03-03_14-47-56-shiftedAnnotations.eaf		5	shiftedAnnotations	ok		2016-03-03_14-47-56		#<DIALOG-ACT {100E057963}>
					confirmation		28231					study5_11_2016-03-03_14-47-56-shiftedAnnotations.eaf		5	shiftedAnnotations	confirmation		2016-03-03_14-47-56		#<DIALOG-ACT {100E05BF63}>
							30282					study5_11_2016-03-03_14-47-56-shiftedAnnotations.eaf		5	shiftedAnnotations	ok		2016-03-03_14-47-56		#<DIALOG-ACT {100E0607D3}>
							38001					study5_11_2016-03-03_14-47-56-shiftedAnnotations.eaf		5	shiftedAnnotations	ok		2016-03-03_14-47-56		#<DIALOG-ACT {100E065003}>
							42030					study5_11_2016-03-03_14-47-56-shiftedAnnotations.eaf		5	shiftedAnnotations	negation		2016-03-03_14-47-56		#<DIALOG-ACT {100E069603}>
							60536					study5_11_2016-03-03_14-47-56-shiftedAnnotations.eaf		5	shiftedAnnotations	confirmation		2016-03-03_14-47-56		#<DIALOG-ACT {100E06DEC3}>
							62303					study5_11_2016-03-03_14-47-56-shiftedAnnotations.eaf		5	shiftedAnnotations	ok		2016-03-03_14-47-56		#<DIALOG-ACT {100E072733}>
							63986					study5_11_2016-03-03_14-47-56-shiftedAnnotations.eaf		5	shiftedAnnotations	ok		2016-03-03_14-47-56		#<DIALOG-ACT {100E076F83}>
							67749					study5_11_2016-03-03_14-47-56-shiftedAnnotations.eaf		5	shiftedAnnotations	confirmation		2016-03-03_14-47-56		#<DIALOG-ACT {100E07B7F3}>
							72129					study5_11_2016-03-03_14-47-56-shiftedAnnotations.eaf		5	shiftedAnnotations	ok		2016-03-03_14-47-56		#<DIALOG-ACT {100E080323}>
							76840					study5_11_2016-03-03_14-47-56-shiftedAnnotations.eaf		5	shiftedAnnotations	ok		2016-03-03_14-47-56		#<DIALOG-ACT {100E084B73}>
							80307					study5_11_2016-03-03_14-47-56-shiftedAnnotations.eaf		5	shiftedAnnotations	ok		2016-03-03_14-47-56		#<DIALOG-ACT {100E0894B3}>
							88296					study5_11_2016-03-03_14-47-56-shiftedAnnotations.eaf		5	shiftedAnnotations	ok		2016-03-03_14-47-56		#<DIALOG-ACT {100E08DAA3}>
							90770					study5_11_2016-03-03_14-47-56-shiftedAnnotations.eaf		5	shiftedAnnotations	negation		2016-03-03_14-47-56		#<DIALOG-ACT {100E092583}>
							104720					study5_11_2016-03-03_14-47-56-shiftedAnnotations.eaf		5	shiftedAnnotations	ok		2016-03-03_14-47-56		#<DIALOG-ACT {100E096E33}>
							111984					study5_11_2016-03-03_14-47-56-shiftedAnnotations.eaf		5	shiftedAnnotations	confirmation		2016-03-03_14-47-56		#<DIALOG-ACT {100E09B6D3}>
							112436					study5_11_2016-03-03_14-47-56-shiftedAnnotations.eaf		5	shiftedAnnotations	confirmation		2016-03-03_14-47-56		#<DIALOG-ACT {100E0A0223}>
							114436					study5_11_2016-03-03_14-47-56-shiftedAnnotations.eaf		5	shiftedAnnotations	ok		2016-03-03_14-47-56		#<DIALOG-ACT {100E0A4A93}>
							118610					study5_11_2016-03-03_14-47-56-shiftedAnnotations.eaf		5	shiftedAnnotations	ok		2016-03-03_14-47-56		#<DIALOG-ACT {100E0A92D3}>
							132977					study5_11_2016-03-03_14-47-56-shiftedAnnotations.eaf		5	shiftedAnnotations	ok		2016-03-03_14-47-56		#<DIALOG-ACT {100E0AD8A3}>
							135218					study5_11_2016-03-03_14-47-56-shiftedAnnotations.eaf		5	shiftedAnnotations	ok		2016-03-03_14-47-56		#<DIALOG-ACT {100E0B1EB3}>
							146938					study5_11_2016-03-03_14-47-56-shiftedAnnotations.eaf		5	shiftedAnnotations	ok		2016-03-03_14-47-56		#<DIALOG-ACT {100E0B69B3}>
							147795					study5_11_2016-03-03_14-47-56-shiftedAnnotations.eaf		5	shiftedAnnotations	confirmation		2016-03-03_14-47-56		#<DIALOG-ACT {100E0BB193}>
							148830					study5_11_2016-03-03_14-47-56-shiftedAnnotations.eaf		5	shiftedAnnotations	ok		2016-03-03_14-47-56		#<DIALOG-ACT {100E0BF9F3}>
Yes							150110				Stable	study5_11_2016-03-03_14-47-56-shiftedAnnotations.eaf	negation	5	shiftedAnnotations	negation	Other	2016-03-03_14-47-56		#<DIALOG-ACT {100E0C4003}>
No							155410				Stable	study5_11_2016-03-03_14-47-56-shiftedAnnotations.eaf		5	shiftedAnnotations	ok	Other	2016-03-03_14-47-56		#<DIALOG-ACT {100E0C8893}>
