/meka/addressee-meka/scatter/Viewing_Person0_Meka/	gaze/addressee	/meka/dialogact/dialogActInformer/	/meka/eval/mouth/dialogact/	meka-addressee	/videorecorder/open/	mouth/addressee	start_time	/videorecorder/start/	/videorecorder/stop/	robot-speaking	/meka/addressee-meka/scatter/Person0_Mouth/	filename	/meka/eval/gaze/dialogact/	trial	annotation_modifier	/meka/eval/all/dialogact/	/meka/addressee-meka/scatter/Addressee/	date	/videorecorder/close/	/meka/rejected/dialogact/dialogActInformer/
Yes							425689				Stable	study1_11_2016-02-26_13-11-47-shiftedAnnotationsExplicit.eaf	confirmation	1	shiftedAnnotationsExplicit	confirmation	Other	2016-02-26_13-11-47		#<DIALOG-ACT {10114DDF33}>
No			confirmation				428661				Moving	study1_11_2016-02-26_13-11-47-shiftedAnnotationsExplicit.eaf		1	shiftedAnnotationsExplicit	confirmation	Other	2016-02-26_13-11-47		#<DIALOG-ACT {10114E27B3}>
Yes	y 	#<DIALOG-ACT {1010FFCD23}>	lightOn	y 			429584				Moving	study1_11_2016-02-26_13-11-47-shiftedAnnotationsExplicit.eaf	lightOn	1	shiftedAnnotationsExplicit	lightOn	Meka	2016-02-26_13-11-47		
Yes	y 	#<DIALOG-ACT {10110019C3}>	ok	y 			430269				Moving	study1_11_2016-02-26_13-11-47-shiftedAnnotationsExplicit.eaf	ok	1	shiftedAnnotationsExplicit	ok	Meka	2016-02-26_13-11-47		
No			confirmation				433739				Moving	study1_11_2016-02-26_13-11-47-shiftedAnnotationsExplicit.eaf		1	shiftedAnnotationsExplicit	confirmation	Other	2016-02-26_13-11-47		#<DIALOG-ACT {10114E7043}>
No							442499				Stable	study1_11_2016-02-26_13-11-47-shiftedAnnotationsExplicit.eaf		1	shiftedAnnotationsExplicit	ok	Other	2016-02-26_13-11-47		#<DIALOG-ACT {10114F3B93}>
Yes	y	#<DIALOG-ACT {1011005F63}>	lightOn	n		y	443728			n	Moving	study1_11_2016-02-26_13-11-47-shiftedAnnotationsExplicit.eaf	lightOn	1	shiftedAnnotationsExplicit	lightOn	Meka	2016-02-26_13-11-47		
No							445139				Stable	study1_11_2016-02-26_13-11-47-shiftedAnnotationsExplicit.eaf		1	shiftedAnnotationsExplicit	confirmation	Other	2016-02-26_13-11-47		#<DIALOG-ACT {10114F86D3}>
Yes							22368				Stable	study2_11_2016-02-26_13-42-09-shiftedAnnotationsExactly.eaf	ok	2	shiftedAnnotationsExactly	ok	Other	2016-02-26_13-42-09		#<DIALOG-ACT {1011BD8863}>
No			confirmation				25414				Moving	study2_11_2016-02-26_13-42-09-shiftedAnnotationsExactly.eaf		2	shiftedAnnotationsExactly	confirmation	Other	2016-02-26_13-42-09		#<DIALOG-ACT {1011BDD0C3}>
No							33158				Stable	study2_11_2016-02-26_13-42-09-shiftedAnnotationsExactly.eaf		2	shiftedAnnotationsExactly	negation	Other	2016-02-26_13-42-09		#<DIALOG-ACT {1011BE1953}>
No							34046				Stable	study2_11_2016-02-26_13-42-09-shiftedAnnotationsExactly.eaf		2	shiftedAnnotationsExactly	ok	Other	2016-02-26_13-42-09		#<DIALOG-ACT {1011BE64C3}>
No							35129				Stable	study2_11_2016-02-26_13-42-09-shiftedAnnotationsExactly.eaf		2	shiftedAnnotationsExactly	ok	Other	2016-02-26_13-42-09		#<DIALOG-ACT {1011BEAD03}>
No	n			n - falsche person		n	41240				Stable	study2_11_2016-02-26_13-42-09-shiftedAnnotationsExactly.eaf		2	shiftedAnnotationsExactly	timeRequest	Other	2016-02-26_13-42-09		#<DIALOG-ACT {1011BF4033}>
No							43030				Stable	study2_11_2016-02-26_13-42-09-shiftedAnnotationsExactly.eaf		2	shiftedAnnotationsExactly	confirmation	Other	2016-02-26_13-42-09		#<DIALOG-ACT {1011BF8D43}>
No			negation				43756				Moving	study2_11_2016-02-26_13-42-09-shiftedAnnotationsExactly.eaf		2	shiftedAnnotationsExactly	negation	Other	2016-02-26_13-42-09		#<DIALOG-ACT {1011BFD883}>
No							51895				Stable	study2_11_2016-02-26_13-42-09-shiftedAnnotationsExactly.eaf		2	shiftedAnnotationsExactly	ok	Other	2016-02-26_13-42-09		#<DIALOG-ACT {1011C02113}>
No							64840				Stable	study2_11_2016-02-26_13-42-09-shiftedAnnotationsExactly.eaf		2	shiftedAnnotationsExactly	ok	Other	2016-02-26_13-42-09		#<DIALOG-ACT {1011C06703}>
Yes							99052				Stable	study2_11_2016-02-26_13-42-09-shiftedAnnotationsExactly.eaf	confirmation	2	shiftedAnnotationsExactly	confirmation	Other	2016-02-26_13-42-09		#<DIALOG-ACT {1011C0B3B3}>
Yes		#<DIALOG-ACT {100E7F98D3}>	ok				108042				Moving	study2_11_2016-02-26_13-42-09-shiftedAnnotationsExactly.eaf	ok	2	shiftedAnnotationsExactly	ok	Meka	2016-02-26_13-42-09		
No							119725				Stable	study2_11_2016-02-26_13-42-09-shiftedAnnotationsExactly.eaf		2	shiftedAnnotationsExactly	ok	Other	2016-02-26_13-42-09		#<DIALOG-ACT {1011C0FC23}>
No			negation				120993				Moving	study2_11_2016-02-26_13-42-09-shiftedAnnotationsExactly.eaf		2	shiftedAnnotationsExactly	negation	Other	2016-02-26_13-42-09		#<DIALOG-ACT {1011C14483}>
No							123344				Stable	study2_11_2016-02-26_13-42-09-shiftedAnnotationsExactly.eaf		2	shiftedAnnotationsExactly	ok	Other	2016-02-26_13-42-09		#<DIALOG-ACT {1011C18D33}>
No							123724				Stable	study2_11_2016-02-26_13-42-09-shiftedAnnotationsExactly.eaf		2	shiftedAnnotationsExactly	ok	Other	2016-02-26_13-42-09		#<DIALOG-ACT {1011C1D7D3}>
Yes	y			y- falsch Person		n	125555				Stable	study2_11_2016-02-26_13-42-09-shiftedAnnotationsExactly.eaf	timeRequest	2	shiftedAnnotationsExactly	timeRequest	Other	2016-02-26_13-42-09		#<DIALOG-ACT {1011C26BC3}>
No							133570				Stable	study2_11_2016-02-26_13-42-09-shiftedAnnotationsExactly.eaf		2	shiftedAnnotationsExactly	ok	Other	2016-02-26_13-42-09		#<DIALOG-ACT {1011C2B8A3}>
No							148683				Stable	study2_11_2016-02-26_13-42-09-shiftedAnnotationsExactly.eaf		2	shiftedAnnotationsExactly	ok	Other	2016-02-26_13-42-09		#<DIALOG-ACT {1011C2FE93}>
Yes							150466				Stable	study2_11_2016-02-26_13-42-09-shiftedAnnotationsExactly.eaf	negation	2	shiftedAnnotationsExactly	negation	Other	2016-02-26_13-42-09		#<DIALOG-ACT {1011C346F3}>
No			confirmation				152465				Moving	study2_11_2016-02-26_13-42-09-shiftedAnnotationsExactly.eaf		2	shiftedAnnotationsExactly	confirmation	Other	2016-02-26_13-42-09		#<DIALOG-ACT {1011C390B3}>
Yes	y 	#<DIALOG-ACT {100EAACD63}>	timeRequest	 y		y	153712				Moving	study2_11_2016-02-26_13-42-09-shiftedAnnotationsExactly.eaf	timeRequest	2	shiftedAnnotationsExactly	timeRequest	Meka	2016-02-26_13-42-09		
No			confirmation				155422				Moving	study2_11_2016-02-26_13-42-09-shiftedAnnotationsExactly.eaf		2	shiftedAnnotationsExactly	confirmation	Other	2016-02-26_13-42-09		#<DIALOG-ACT {1011C3D933}>
No	n negation		lightOn	n		n	159253				Moving	study2_11_2016-02-26_13-42-09-shiftedAnnotationsExactly.eaf		2	shiftedAnnotationsExactly	lightOn	Other	2016-02-26_13-42-09		#<DIALOG-ACT {1011C42203}>
Yes	n negation	#<DIALOG-ACT {100EAB19E3}>	negation	n		n	160104				Moving	study2_11_2016-02-26_13-42-09-shiftedAnnotationsExactly.eaf	negation	2	shiftedAnnotationsExactly	negation	Meka	2016-02-26_13-42-09		
No							162715				Stable	study2_11_2016-02-26_13-42-09-shiftedAnnotationsExactly.eaf		2	shiftedAnnotationsExactly	confirmation	Other	2016-02-26_13-42-09		#<DIALOG-ACT {1011C471A3}>
Yes							168976				Stable	study2_11_2016-02-26_13-42-09-shiftedAnnotationsExactly.eaf	confirmation	2	shiftedAnnotationsExactly	confirmation	Other	2016-02-26_13-42-09		#<DIALOG-ACT {1011C4BA83}>
Yes	y packetRequest			y			175986				Stable	study2_11_2016-02-26_13-42-09-shiftedAnnotationsExactly.eaf	packetRequest	2	shiftedAnnotationsExactly	packetRequest	Other	2016-02-26_13-42-09		#<DIALOG-ACT {1011C50323}>
Yes	y packetRequest			y			176951				Stable	study2_11_2016-02-26_13-42-09-shiftedAnnotationsExactly.eaf	negation	2	shiftedAnnotationsExactly	negation	Other	2016-02-26_13-42-09		#<DIALOG-ACT {1011C54E23}>
Yes	y packetRequest			y			180415				Stable	study2_11_2016-02-26_13-42-09-shiftedAnnotationsExactly.eaf	packetRequest	2	shiftedAnnotationsExactly	packetRequest	Other	2016-02-26_13-42-09		#<DIALOG-ACT {1011C59753}>
Yes							186533				Stable	study2_11_2016-02-26_13-42-09-shiftedAnnotationsExactly.eaf	ok	2	shiftedAnnotationsExactly	ok	Other	2016-02-26_13-42-09		#<DIALOG-ACT {1011C5E503}>
Yes	y 	#<DIALOG-ACT {100EABAF13}>	timeRequest	y		y	187736				Moving	study2_11_2016-02-26_13-42-09-shiftedAnnotationsExactly.eaf	timeRequest	2	shiftedAnnotationsExactly	timeRequest	Meka	2016-02-26_13-42-09		
Yes							189393				Stable	study2_11_2016-02-26_13-42-09-shiftedAnnotationsExactly.eaf	confirmation	2	shiftedAnnotationsExactly	confirmation	Other	2016-02-26_13-42-09		#<DIALOG-ACT {1011C62B43}>
Yes	y lightOn	#<DIALOG-ACT {100EABFBB3}>	lightOn	y			192411				Moving	study2_11_2016-02-26_13-42-09-shiftedAnnotationsExactly.eaf	lightOn	2	shiftedAnnotationsExactly	lightOn	Meka	2016-02-26_13-42-09		
Yes							193867				Stable	study2_11_2016-02-26_13-42-09-shiftedAnnotationsExactly.eaf	ok	2	shiftedAnnotationsExactly	ok	Other	2016-02-26_13-42-09		#<DIALOG-ACT {1011C673A3}>
Yes	y packetRequest	#<DIALOG-ACT {100EAC48F3}>	packetRequest	y			196114				Moving	study2_11_2016-02-26_13-42-09-shiftedAnnotationsExactly.eaf	packetRequest	2	shiftedAnnotationsExactly	packetRequest	Meka	2016-02-26_13-42-09		
Yes	y packetRequest	#<DIALOG-ACT {100EAC98A3}>	ok	y			196631				Moving	study2_11_2016-02-26_13-42-09-shiftedAnnotationsExactly.eaf	ok	2	shiftedAnnotationsExactly	ok	Meka	2016-02-26_13-42-09		
Yes	lightOn y			y			200456				Stable	study2_11_2016-02-26_13-42-09-shiftedAnnotationsExactly.eaf	lightOn	2	shiftedAnnotationsExactly	lightOn	Other	2016-02-26_13-42-09		#<DIALOG-ACT {1011C6B9D3}>
Yes	packetRequest y	#<DIALOG-ACT {100EACDE63}>	packetRequest	y			204417				Moving	study2_11_2016-02-26_13-42-09-shiftedAnnotationsExactly.eaf	packetRequest	2	shiftedAnnotationsExactly	packetRequest	Meka	2016-02-26_13-42-09		
Yes	y			n		n	206606			y	Stable	study2_11_2016-02-26_13-42-09-shiftedAnnotationsExactly.eaf	packetRequest	2	shiftedAnnotationsExactly	packetRequest	Other	2016-02-26_13-42-09		#<DIALOG-ACT {1011C70763}>
No							210786				Stable	study2_11_2016-02-26_13-42-09-shiftedAnnotationsExactly.eaf		2	shiftedAnnotationsExactly	confirmation	Other	2016-02-26_13-42-09		#<DIALOG-ACT {1011C75533}>
No			ok				214454				Moving	study2_11_2016-02-26_13-42-09-shiftedAnnotationsExactly.eaf		2	shiftedAnnotationsExactly	ok	Other	2016-02-26_13-42-09		#<DIALOG-ACT {1011C79DA3}>
Yes		#<DIALOG-ACT {100EAD2E13}>	ok				221331				Moving	study2_11_2016-02-26_13-42-09-shiftedAnnotationsExactly.eaf	ok	2	shiftedAnnotationsExactly	ok	Meka	2016-02-26_13-42-09		
No							227243				Stable	study2_11_2016-02-26_13-42-09-shiftedAnnotationsExactly.eaf		2	shiftedAnnotationsExactly	ok	Other	2016-02-26_13-42-09		#<DIALOG-ACT {1011C7E393}>
Yes							229643				Stable	study2_11_2016-02-26_13-42-09-shiftedAnnotationsExactly.eaf	negation	2	shiftedAnnotationsExactly	negation	Other	2016-02-26_13-42-09		#<DIALOG-ACT {1011C82C03}>
Yes	y-falsche Person gardenRequest			y-falsche Person		n	234244				Stable	study2_11_2016-02-26_13-42-09-shiftedAnnotationsExactly.eaf	gardenRequest	2	shiftedAnnotationsExactly	gardenRequest	Other	2016-02-26_13-42-09		#<DIALOG-ACT {1011C874F3}>
No							242174				Stable	study2_11_2016-02-26_13-42-09-shiftedAnnotationsExactly.eaf		2	shiftedAnnotationsExactly	negation	Other	2016-02-26_13-42-09		#<DIALOG-ACT {1011C8C213}>
No			ok				243512				Moving	study2_11_2016-02-26_13-42-09-shiftedAnnotationsExactly.eaf		2	shiftedAnnotationsExactly	ok	Other	2016-02-26_13-42-09		#<DIALOG-ACT {1011C90B93}>
Yes	lightOff y-falsche Person			y-falsche Person		n	250089				Stable	study2_11_2016-02-26_13-42-09-shiftedAnnotationsExactly.eaf	lightOff	2	shiftedAnnotationsExactly	lightOff	Other	2016-02-26_13-42-09		#<DIALOG-ACT {1011C95693}>
Yes		#<DIALOG-ACT {100EAD7863}>	confirmation				251742				Moving	study2_11_2016-02-26_13-42-09-shiftedAnnotationsExactly.eaf	confirmation	2	shiftedAnnotationsExactly	confirmation	Meka	2016-02-26_13-42-09		
Yes	y lightOff	#<DIALOG-ACT {100EADC093}>	lightOff	y			254772				Moving	study2_11_2016-02-26_13-42-09-shiftedAnnotationsExactly.eaf	lightOff	2	shiftedAnnotationsExactly	lightOff	Meka	2016-02-26_13-42-09		
Yes							256954				Stable	study2_11_2016-02-26_13-42-09-shiftedAnnotationsExactly.eaf	confirmation	2	shiftedAnnotationsExactly	confirmation	Other	2016-02-26_13-42-09		#<DIALOG-ACT {1011C9A633}>
No							269287				Stable	study2_11_2016-02-26_13-42-09-shiftedAnnotationsExactly.eaf		2	shiftedAnnotationsExactly	ok	Other	2016-02-26_13-42-09		#<DIALOG-ACT {1011C9EEA3}>
No			ok				275315				Moving	study2_11_2016-02-26_13-42-09-shiftedAnnotationsExactly.eaf		2	shiftedAnnotationsExactly	ok	Other	2016-02-26_13-42-09		#<DIALOG-ACT {1011CA37B3}>
Yes	dataRequest y	#<DIALOG-ACT {100EAE0D93}>	dataRequest	y		y	278842				Moving	study2_11_2016-02-26_13-42-09-shiftedAnnotationsExactly.eaf	dataRequest	2	shiftedAnnotationsExactly	dataRequest	Meka	2016-02-26_13-42-09		
Yes							280741				Stable	study2_11_2016-02-26_13-42-09-shiftedAnnotationsExactly.eaf	negation	2	shiftedAnnotationsExactly	negation	Other	2016-02-26_13-42-09		#<DIALOG-ACT {1011CA7DB3}>
Yes							281162				Stable	study2_11_2016-02-26_13-42-09-shiftedAnnotationsExactly.eaf	ok	2	shiftedAnnotationsExactly	ok	Other	2016-02-26_13-42-09		#<DIALOG-ACT {1011CAC653}>
No							282158				Stable	study2_11_2016-02-26_13-42-09-shiftedAnnotationsExactly.eaf		2	shiftedAnnotationsExactly	confirmation	Other	2016-02-26_13-42-09		#<DIALOG-ACT {1011CB0C93}>
