803	gputask	00:00:05	COMPLETED	0	2019-09-26 1926
804	task	00:50:45	COMPLETED	0	2019-09-25 1407
805	gputask	00:00:04	COMPLETED	0	2019-09-26 1926
806	task	00:33:58	COMPLETED	0	2019-09-25 1352
807	task	00:21:11	CANCELLED	0	2019-09-25 1340
808	task	00:21:11	CANCELLED	0	2019-09-25 1340
809	task	1-03:23:24	COMPLETED	0	2019-09-26 1717
80	gputask	22:42:17	CANCELLED	0	2019-09-11 1117
810	task	1-04:59:05	COMPLETED	0	2019-09-26 1853
811	task	00:42:54	COMPLETED	0	2019-09-25 1437
812	task	3-17:17:30	FAILED	2	2019-09-29 0711
813	task	1-03:51:08	COMPLETED	0	2019-09-26 1745
814	task	1-03:21:23	COMPLETED	0	2019-09-26 1728
815	task	3-05:38:44	FAILED	2	2019-09-28 2016
816	task	00:00:11	COMPLETED	0	2019-09-26 1718
817	task	00:00:07	COMPLETED	0	2019-09-26 1718
81	task	1-00:09:31	CANCELLED	0	2019-09-11 1113
82	gputask	22:24:37	CANCELLED	0	2019-09-11 1113
83	task	23:56:01	CANCELLED	0	2019-09-11 1117
84	task	22:38:17	CANCELLED	0	2019-09-11 1114
892	gputask	00:00:13	COMPLETED	0	2019-09-27 0919
893	gputask	00:00:12	COMPLETED	0	2019-09-27 0919
894	gputask	00:00:05	COMPLETED	0	2019-09-27 0919
895	gputask	00:00:05	COMPLETED	0	2019-09-27 0919
896	gputask	00:00:03	COMPLETED	0	2019-09-27 0919
897	task	00:00:08	COMPLETED	0	2019-09-27 0920
898	gputask	00:00:07	COMPLETED	0	2019-09-27 0920
899	task	00:00:08	COMPLETED	0	2019-09-27 0920
89	task	17:38:43	CANCELLED	0	2019-09-11 1116
8	gputask	1-03:02:22	COMPLETED	0	2019-09-10 1415
900	gputask	00:00:03	COMPLETED	0	2019-09-27 0920
901	gputask	1-18:55:38	FAILED	2	2019-09-29 0418
902	gputask	1-20:08:48	FAILED	2	2019-09-29 0531
903	gputask	00:00:00	CANCELLED	0	2019-09-27 0941
904	task	01:07:51	COMPLETED	0	2019-09-27 1050
905	gputask	2-07:38:01	COMPLETED	0	2019-10-01 1156
906	task	01:03:09	COMPLETED	0	2019-09-27 1049
907	gputask	2-07:11:50	COMPLETED	0	2019-10-01 1243
908	task	00:41:01	NODE_FAIL	0	2019-09-27 1027
908	task	01:16:14	COMPLETED	0	2019-09-27 1205
909	gputask	00:05:22	COMPLETED	0	2019-09-30 0924
90	gputask	17:43:13	CANCELLED	0	2019-09-11 1117
910	task	4-02:28:56	COMPLETED	0	2019-10-01 1215
911	gputask	1-02:31:53	COMPLETED	0	2019-10-01 1150
912	task	4-00:58:18	COMPLETED	0	2019-10-01 1148
913	gputask	1-02:34:57	COMPLETED	0	2019-10-01 1159
914	task	3-23:06:28	COMPLETED	0	2019-10-01 1157
915	gputask	00:03:01	COMPLETED	0	2019-10-01 1153
916	task	2-15:33:44	COMPLETED	0	2019-10-01 1150
917	gputask	00:02:54	COMPLETED	0	2019-10-01 1156
918	task	1-03:18:56	COMPLETED	0	2019-10-01 1238
919	gputask	00:03:11	COMPLETED	0	2019-10-01 1159
91	task	05:20:37	CANCELLED	0	2019-09-11 1114
92	gputask	17:39:24	CANCELLED	0	2019-09-11 1114
93	task	00:02:23	CANCELLED	0	2019-09-11 1116
94	gputask	00:02:41	CANCELLED	0	2019-09-11 1116
